Rank,Nombre,Símbolo,Cap. de Mercado,Precio
16.0,MECMegacoin,MEC,"5,712,712.41",0.2539
17.0,NVCNovacoin,NVC,"5,649,165.34",7.74
18.0,VTCVertcoin,VTC,"3,797,420.75",1.56
19.0,WDCWorldCoin,WDC,"3,550,904.98",0.07432
20.0,DASHDash,DASH,"3,162,069.95",0.873
1.0,BTCBitcoin,BTC,"7,903,421,902.06",631.11
2.0,LTCLitecoin,LTC,"461,985,553.53",17.35
3.0,XRPXRP,XRP,"111,843,703.13",0.01431
4.0,AURAuroracoin,AUR,"103,942,110.93",9.79
5.0,SPASpainCoin,SPA,"76,266,010.44",3.02
6.0,PPCPeercoin,PPC,"68,199,140.41",3.21
7.0,DOGEDogecoin,DOGE,"50,285,326.11",0.0008263
8.0,OMNIOmni,OMNI,"42,309,167.73",68.30
9.0,NXTNxt,NXT,"32,350,122.89",0.03235
10.0,NMCNamecoin,NMC,"27,649,403.54",3.34
11.0,XCPCounterparty,XCP,"14,341,291.42",5.41
12.0,PTSBitShares PTS,PTS,"10,257,146.83",6.56
13.0,MTCMarinecoin,MTC,"8,181,806.31",1.13
14.0,QRKQuark,QRK,"7,619,066.59",0.03076
15.0,FTCFeathercoin,FTC,"7,388,679.07",0.2019
16.0,XPMPrimecoin,XPM,"6,198,526.17",1.28
17.0,IFCInfinitecoin,IFC,"5,175,872.59",0.00005727
18.0,NVCNovacoin,NVC,"4,887,584.39",6.63
19.0,MECMegacoin,MEC,"3,848,273.40",0.1703
20.0,WDCWorldCoin,WDC,"3,139,477.05",0.06458
1.0,BTCBitcoin,BTC,"7,045,873,880.14",561.27
2.0,LTCLitecoin,LTC,"412,286,541.91",15.36
3.0,AURAuroracoin,AUR,"125,736,512.96",11.83
4.0,XRPXRP,XRP,"98,902,421.35",0.01265
5.0,APHAphroditecoin,APH,"86,892,531.75",3.86
6.0,PPCPeercoin,PPC,"60,516,523.53",2.85
7.0,DOGEDogecoin,DOGE,"47,012,111.95",0.0007438
8.0,NXTNxt,NXT,"41,788,550.81",0.04179
9.0,OMNIOmni,OMNI,"25,107,945.93",40.53
10.0,NMCNamecoin,NMC,"24,153,106.20",2.90
11.0,PTSBitShares PTS,PTS,"11,995,327.92",7.65
12.0,XCPCounterparty,XCP,"9,270,141.48",3.50
13.0,QRKQuark,QRK,"7,688,022.67",0.03104
14.0,XPMPrimecoin,XPM,"6,330,625.72",1.29
15.0,FTCFeathercoin,FTC,"5,629,610.24",0.1508
16.0,VTCVertcoin,VTC,"5,209,589.07",1.83
17.0,NVCNovacoin,NVC,"4,793,703.49",6.43
18.0,IFCInfinitecoin,IFC,"4,591,202.46",0.00005078
19.0,SPASpainCoin,SPA,"4,221,579.81",0.1638
20.0,MECMegacoin,MEC,"3,478,359.43",0.1532
1.0,BTCBitcoin,BTC,"5,791,425,431.84",460.27
2.0,LTCLitecoin,LTC,"355,253,343.22",13.14
3.0,XRPXRP,XRP,"75,463,492.11",0.009653
4.0,PPCPeercoin,PPC,"42,454,421.33",2.00
5.0,DOGEDogecoin,DOGE,"34,736,765.65",0.0005301
6.0,NXTNxt,NXT,"28,028,118.73",0.02803
7.0,OMNIOmni,OMNI,"25,965,269.70",41.91
8.0,AURAuroracoin,AUR,"21,142,655.52",1.99
9.0,NMCNamecoin,NMC,"19,224,302.95",2.29
10.0,PTSBitShares PTS,PTS,"9,386,406.36",5.97
11.0,XCPCounterparty,XCP,"5,898,455.96",2.23
12.0,QRKQuark,QRK,"5,385,793.76",0.02174
13.0,FTCFeathercoin,FTC,"4,592,451.57",0.1205
14.0,NVCNovacoin,NVC,"3,794,234.16",5.05
15.0,VTCVertcoin,VTC,"3,710,933.45",1.22
16.0,XPMPrimecoin,XPM,"3,267,291.50",0.6514
17.0,IFCInfinitecoin,IFC,"3,169,612.21",0.00003505
18.0,XSVSiliconValleyCoin [old],XSV,"2,885,446.97",0.1643
19.0,DASHDash,DASH,"2,561,406.30",0.6625
20.0,MECMegacoin,MEC,"2,354,584.10",0.1033
1.0,BTCBitcoin,BTC,"5,808,862,088.79",460.50
2.0,LTCLitecoin,LTC,"317,256,245.49",11.64
3.0,XRPXRP,XRP,"64,471,699.28",0.008247
4.0,PPCPeercoin,PPC,"39,686,572.39",1.86
5.0,DOGEDogecoin,DOGE,"31,183,528.20",0.0004599
6.0,NXTNxt,NXT,"28,436,584.46",0.02844
7.0,OMNIOmni,OMNI,"23,182,321.31",37.42
8.0,AURAuroracoin,AUR,"19,809,788.52",1.86
9.0,NMCNamecoin,NMC,"16,532,305.26",1.96
10.0,PTSBitShares PTS,PTS,"7,743,858.35",4.91
11.0,XCPCounterparty,XCP,"7,268,562.41",2.74
12.0,ZETZetacoin,ZET,"4,988,693.14",0.03112
13.0,BTLBitleu,BTL,"4,819,663.05",0.001924
14.0,QRKQuark,QRK,"4,816,437.45",0.01944
15.0,FTCFeathercoin,FTC,"4,290,035.64",0.1102
16.0,XPMPrimecoin,XPM,"4,214,368.01",0.8243
17.0,NVCNovacoin,NVC,"3,458,426.76",4.55
18.0,XSVSiliconValleyCoin [old],XSV,"3,297,597.08",0.1874
19.0,IFCInfinitecoin,IFC,"3,083,042.69",0.00003408
20.0,VTCVertcoin,VTC,"2,888,459.91",0.8943
1.0,BTCBitcoin,BTC,"5,234,669,425.31",414.06
2.0,LTCLitecoin,LTC,"283,018,225.14",10.31
3.0,XRPXRP,XRP,"46,807,007.29",0.005987
4.0,PPCPeercoin,PPC,"36,145,607.21",1.70
5.0,DOGEDogecoin,DOGE,"27,278,919.27",0.0003893
6.0,NXTNxt,NXT,"21,142,049.34",0.02114
7.0,OMNIOmni,OMNI,"19,498,331.41",31.48
8.0,NMCNamecoin,NMC,"13,968,238.95",1.64
9.0,BLKBlackCoin,BLK,"11,980,876.32",0.1608
10.0,AURAuroracoin,AUR,"8,944,416.40",0.8363
11.0,PTSBitShares PTS,PTS,"6,151,968.45",3.83
12.0,XCPCounterparty,XCP,"4,398,111.39",1.66
13.0,QRKQuark,QRK,"4,236,679.90",0.0171
14.0,XPMPrimecoin,XPM,"3,642,410.62",0.6974
15.0,ZETZetacoin,ZET,"3,455,723.09",0.02155
16.0,VTCVertcoin,VTC,"3,334,117.27",0.9679
17.0,FTCFeathercoin,FTC,"3,132,422.67",0.07898
18.0,NVCNovacoin,NVC,"2,670,160.37",3.48
19.0,DASHDash,DASH,"2,164,284.82",0.539
20.0,IFCInfinitecoin,IFC,"1,974,847.99",0.00002183
1.0,BTCBitcoin,BTC,"6,312,898,134.70",498.17
2.0,LTCLitecoin,LTC,"348,853,045.83",12.62
3.0,PPCPeercoin,PPC,"56,286,524.19",2.64
4.0,XRPXRP,XRP,"48,577,872.02",0.006214
5.0,DOGEDogecoin,DOGE,"45,497,438.97",0.0006285
6.0,OMNIOmni,OMNI,"42,697,367.07",68.92
7.0,NXTNxt,NXT,"25,749,616.67",0.02575
8.0,NMCNamecoin,NMC,"22,302,086.92",2.60
9.0,BLKBlackCoin,BLK,"17,752,058.78",0.2382
10.0,AURAuroracoin,AUR,"9,051,803.63",0.8444
11.0,PTSBitShares PTS,PTS,"7,021,070.67",4.31
12.0,QRKQuark,QRK,"5,938,171.65",0.02397
13.0,XPMPrimecoin,XPM,"5,145,904.85",0.9651
14.0,XCPCounterparty,XCP,"4,462,409.75",1.68
15.0,FTCFeathercoin,FTC,"4,441,868.85",0.1099
16.0,MTCMarinecoin,MTC,"4,302,669.75",0.5932
17.0,ZETZetacoin,ZET,"3,949,258.81",0.02463
18.0,VTCVertcoin,VTC,"3,610,205.69",0.9926
19.0,NVCNovacoin,NVC,"3,202,051.11",4.15
20.0,DASHDash,DASH,"2,958,105.09",0.7229
1.0,BTCBitcoin,BTC,"5,542,719,717.83",436.39
2.0,LTCLitecoin,LTC,"276,208,387.73",9.92
3.0,PPCPeercoin,PPC,"43,036,897.63",2.02
4.0,XRPXRP,XRP,"37,983,602.34",0.004859
5.0,DOGEDogecoin,DOGE,"32,876,232.54",0.00044
6.0,OMNIOmni,OMNI,"21,669,522.12",34.98
7.0,NXTNxt,NXT,"19,811,470.75",0.01981
8.0,NMCNamecoin,NMC,"17,141,640.79",1.99
9.0,BLKBlackCoin,BLK,"10,065,265.26",0.1351
10.0,DASHDash,DASH,"7,100,813.26",1.71
11.0,PTSBitShares PTS,PTS,"5,439,524.28",3.33
12.0,QRKQuark,QRK,"4,315,317.47",0.01741
13.0,XPMPrimecoin,XPM,"4,311,890.13",0.7948
14.0,ZETZetacoin,ZET,"4,237,292.15",0.02642
15.0,AURAuroracoin,AUR,"4,133,397.78",0.3847
16.0,XCPCounterparty,XCP,"4,108,026.94",1.55
17.0,FTCFeathercoin,FTC,"3,462,500.15",0.08406
18.0,VTCVertcoin,VTC,"3,294,475.90",0.8569
19.0,NVCNovacoin,NVC,"2,466,796.17",3.16
20.0,IFCInfinitecoin,IFC,"1,911,260.25",0.00002112
1.0,BTCBitcoin,BTC,"5,554,781,871.21",436.40
2.0,LTCLitecoin,LTC,"289,709,891.41",10.32
3.0,PPCPeercoin,PPC,"44,692,398.30",2.09
4.0,XRPXRP,XRP,"39,279,332.33",0.005024
5.0,DOGEDogecoin,DOGE,"35,579,309.45",0.0004682
6.0,NXTNxt,NXT,"22,593,027.11",0.02259
7.0,OMNIOmni,OMNI,"20,033,800.46",32.34
8.0,NMCNamecoin,NMC,"18,203,779.44",2.10
9.0,BLKBlackCoin,BLK,"9,885,921.42",0.1327
10.0,DASHDash,DASH,"6,537,964.39",1.55
11.0,MAIDMaidSafeCoin,MAID,"5,743,611.40",0.01269
12.0,PTSBitShares PTS,PTS,"5,664,670.05",3.47
13.0,AURAuroracoin,AUR,"5,013,649.39",0.4655
14.0,QRKQuark,QRK,"4,261,724.05",0.0172
15.0,XPMPrimecoin,XPM,"4,031,676.66",0.7299
16.0,ZETZetacoin,ZET,"4,014,076.80",0.02503
17.0,FTCFeathercoin,FTC,"3,464,473.79",0.08262
18.0,VTCVertcoin,VTC,"3,351,506.40",0.8278
19.0,XCPCounterparty,XCP,"2,954,872.01",1.12
20.0,NVCNovacoin,NVC,"2,166,263.13",2.75
1.0,BTCBitcoin,BTC,"5,598,957,083.42",438.89
2.0,LTCLitecoin,LTC,"292,765,103.13",10.36
3.0,XRPXRP,XRP,"44,981,568.00",0.005754
4.0,PPCPeercoin,PPC,"44,197,252.82",2.07
5.0,DOGEDogecoin,DOGE,"35,195,711.23",0.0004562
6.0,NXTNxt,NXT,"29,994,067.97",0.02999
7.0,OMNIOmni,OMNI,"19,361,948.61",31.26
8.0,NMCNamecoin,NMC,"17,897,532.76",2.05
9.0,DASHDash,DASH,"10,967,002.39",2.57
10.0,BLKBlackCoin,BLK,"8,709,915.87",0.1169
11.0,PTSBitShares PTS,PTS,"5,844,252.89",3.57
12.0,MAIDMaidSafeCoin,MAID,"5,458,978.53",0.01206
13.0,XCPCounterparty,XCP,"4,991,020.36",1.88
14.0,AURAuroracoin,AUR,"4,569,027.51",0.4233
15.0,QRKQuark,QRK,"4,162,634.23",0.0168
16.0,VTCVertcoin,VTC,"3,929,657.56",0.9249
17.0,XPMPrimecoin,XPM,"3,743,522.12",0.6658
18.0,ZETZetacoin,ZET,"3,433,476.87",0.0214
19.0,FTCFeathercoin,FTC,"3,362,320.78",0.07878
20.0,NVCNovacoin,NVC,"2,125,375.50",2.68
1.0,BTCBitcoin,BTC,"5,706,167,060.01",446.26
2.0,LTCLitecoin,LTC,"295,067,065.81",10.36
3.0,XRPXRP,XRP,"46,938,108.57",0.006004
4.0,PPCPeercoin,PPC,"44,387,387.33",2.07
5.0,NXTNxt,NXT,"39,047,534.81",0.03905
6.0,DOGEDogecoin,DOGE,"35,125,175.50",0.0004486
7.0,DASHDash,DASH,"27,439,485.61",6.38
8.0,NMCNamecoin,NMC,"17,412,679.43",1.98
9.0,OMNIOmni,OMNI,"14,492,684.55",23.39
10.0,BLKBlackCoin,BLK,"6,301,694.01",0.08454
11.0,MAIDMaidSafeCoin,MAID,"5,984,489.14",0.01322
12.0,PTSBitShares PTS,PTS,"5,858,212.49",3.58
13.0,XCPCounterparty,XCP,"4,636,830.57",1.75
14.0,VTCVertcoin,VTC,"4,456,775.72",1.00
15.0,QRKQuark,QRK,"4,152,959.23",0.01676
16.0,AURAuroracoin,AUR,"4,060,139.33",0.3752
17.0,XPMPrimecoin,XPM,"3,499,194.82",0.6096
18.0,FTCFeathercoin,FTC,"3,286,294.01",0.0757
19.0,ZETZetacoin,ZET,"2,200,317.87",0.01371
20.0,MECMegacoin,MEC,"2,140,043.85",0.09103
1.0,BTCBitcoin,BTC,"7,325,371,160.59",571.59
2.0,LTCLitecoin,LTC,"330,645,753.88",11.53
3.0,DASHDash,DASH,"65,445,424.09",15.13
4.0,PPCPeercoin,PPC,"51,949,059.82",2.42
5.0,NXTNxt,NXT,"40,872,374.18",0.04087
6.0,DOGEDogecoin,DOGE,"33,755,000.65",0.0004251
7.0,XRPXRP,XRP,"28,500,220.49",0.003646
8.0,NMCNamecoin,NMC,"24,066,058.13",2.69
9.0,OMNIOmni,OMNI,"17,674,774.71",28.53
10.0,BLKBlackCoin,BLK,"11,503,699.43",0.1543
11.0,XCPCounterparty,XCP,"8,432,266.21",3.18
12.0,PTSBitShares PTS,PTS,"7,212,677.12",4.40
13.0,MAIDMaidSafeCoin,MAID,"6,200,535.83",0.0137
14.0,VTCVertcoin,VTC,"4,845,190.50",1.04
15.0,QRKQuark,QRK,"4,322,045.14",0.01744
16.0,XPMPrimecoin,XPM,"4,044,336.47",0.694
17.0,AURAuroracoin,AUR,"3,520,072.08",0.3246
18.0,FTCFeathercoin,FTC,"3,204,170.41",0.07259
19.0,XMRMonero,XMR,"2,993,342.43",3.14
20.0,ZETZetacoin,ZET,"2,916,014.38",0.01817
1.0,BTCBitcoin,BTC,"8,094,127,199.29",630.23
2.0,LTCLitecoin,LTC,"321,886,161.81",11.14
3.0,NXTNxt,NXT,"57,204,901.33",0.05721
4.0,DASHDash,DASH,"56,209,180.93",12.93
5.0,PPCPeercoin,PPC,"43,310,327.77",2.02
6.0,DOGEDogecoin,DOGE,"32,411,576.04",0.0004027
7.0,XRPXRP,XRP,"31,988,958.98",0.004092
8.0,NMCNamecoin,NMC,"20,355,604.12",2.28
9.0,BLKBlackCoin,BLK,"15,261,384.80",0.2047
10.0,OMNIOmni,OMNI,"10,349,619.40",16.71
11.0,PTSBitShares PTS,PTS,"7,275,718.14",4.44
12.0,XCPCounterparty,XCP,"7,060,670.61",2.67
13.0,XCXCurrency,XC,"6,835,715.86",1.24
14.0,MAIDMaidSafeCoin,MAID,"6,512,654.60",0.01439
15.0,VTCVertcoin,VTC,"4,348,691.41",0.896
16.0,QRKQuark,QRK,"3,978,265.46",0.01605
17.0,XPMPrimecoin,XPM,"3,452,777.28",0.5918
18.0,FTCFeathercoin,FTC,"2,738,997.85",0.06105
19.0,AURAuroracoin,AUR,"2,622,490.58",0.2413
20.0,QORAQora,QORA,"2,549,969.07",0.000255
1.0,BTCBitcoin,BTC,"8,445,491,366.27",656.14
2.0,LTCLitecoin,LTC,"328,135,874.85",11.27
3.0,NXTNxt,NXT,"64,633,756.99",0.06463
4.0,DASHDash,DASH,"41,481,508.52",9.50
5.0,PPCPeercoin,PPC,"39,714,881.23",1.85
6.0,XRPXRP,XRP,"31,071,544.93",0.003974
7.0,DOGEDogecoin,DOGE,"29,346,408.09",0.0003597
8.0,NMCNamecoin,NMC,"18,654,019.44",2.08
9.0,OMNIOmni,OMNI,"15,309,969.96",24.71
10.0,BLKBlackCoin,BLK,"11,803,603.99",0.1583
11.0,XCPCounterparty,XCP,"8,984,367.81",3.39
12.0,MAIDMaidSafeCoin,MAID,"8,608,359.76",0.01902
13.0,PTSBitShares PTS,PTS,"7,169,410.32",4.37
14.0,VRCVeriCoin,VRC,"4,709,199.73",0.176
15.0,QRKQuark,QRK,"4,404,576.79",0.01777
16.0,VTCVertcoin,VTC,"3,822,761.18",0.7566
17.0,XCXCurrency,XC,"3,416,856.59",0.6199
18.0,XPMPrimecoin,XPM,"3,261,964.68",0.5453
19.0,ZETZetacoin,ZET,"3,186,124.22",0.01985
20.0,FTCFeathercoin,FTC,"2,389,774.41",0.05243
1.0,BTCBitcoin,BTC,"7,649,365,737.79",592.94
2.0,LTCLitecoin,LTC,"291,408,589.21",9.94
3.0,NXTNxt,NXT,"76,290,663.41",0.07629
4.0,DASHDash,DASH,"45,394,479.88",10.35
5.0,PPCPeercoin,PPC,"37,412,236.25",1.74
6.0,XRPXRP,XRP,"32,813,860.94",0.004197
7.0,DOGEDogecoin,DOGE,"30,894,916.91",0.0003736
8.0,NMCNamecoin,NMC,"16,610,118.39",1.84
9.0,OMNIOmni,OMNI,"12,228,024.14",19.74
10.0,STARTStartcoin,START,"10,705,045.56",0.2535
11.0,BLKBlackCoin,BLK,"9,023,648.67",0.1211
12.0,MAIDMaidSafeCoin,MAID,"7,156,411.36",0.01581
13.0,PTSBitShares PTS,PTS,"7,117,805.04",4.33
14.0,XCPCounterparty,XCP,"6,471,128.10",2.44
15.0,NTRNeutrino,NTR,"4,806,110.85",0.02286
16.0,XCXCurrency,XC,"4,330,793.72",0.7856
17.0,QRKQuark,QRK,"4,231,939.17",0.01707
18.0,XMRMonero,XMR,"3,863,689.13",2.69
19.0,VTCVertcoin,VTC,"3,788,665.01",0.7208
20.0,QORAQora,QORA,"3,429,862.85",0.000343
1.0,BTCBitcoin,BTC,"7,788,611,993.35",602.27
2.0,LTCLitecoin,LTC,"288,634,374.98",9.77
3.0,NXTNxt,NXT,"66,344,315.97",0.06634
4.0,DASHDash,DASH,"41,683,308.99",9.46
5.0,PPCPeercoin,PPC,"38,408,446.16",1.79
6.0,XRPXRP,XRP,"32,729,685.56",0.004187
7.0,DOGEDogecoin,DOGE,"28,678,383.88",0.0003421
8.0,NMCNamecoin,NMC,"17,313,762.30",1.90
9.0,BCNBytecoin,BCN,"12,230,385.92",0.00007831
10.0,OMNIOmni,OMNI,"10,132,890.48",16.36
11.0,BLKBlackCoin,BLK,"9,910,765.23",0.1329
12.0,NTRNeutrino,NTR,"7,527,670.32",0.03579
13.0,PTSBitShares PTS,PTS,"7,311,548.41",4.45
14.0,XMRMonero,XMR,"6,961,751.63",4.35
15.0,MAIDMaidSafeCoin,MAID,"6,362,881.89",0.01406
16.0,XCPCounterparty,XCP,"4,894,980.45",1.85
17.0,XCXCurrency,XC,"3,903,563.72",0.708
18.0,QRKQuark,QRK,"3,392,290.23",0.01368
19.0,STARTStartcoin,START,"3,140,588.14",0.07375
20.0,ZETZetacoin,ZET,"2,989,775.84",0.01862
1.0,BTCBitcoin,BTC,"7,813,285,930.13",602.72
2.0,LTCLitecoin,LTC,"266,478,959.54",8.96
3.0,NXTNxt,NXT,"57,250,327.52",0.05725
4.0,DASHDash,DASH,"40,861,687.90",9.23
5.0,XRPXRP,XRP,"31,372,373.06",0.004013
6.0,PPCPeercoin,PPC,"30,655,444.71",1.42
7.0,DOGEDogecoin,DOGE,"22,979,347.00",0.0002705
8.0,NMCNamecoin,NMC,"15,251,348.70",1.67
9.0,BLKBlackCoin,BLK,"9,606,417.97",0.1288
10.0,BCNBytecoin,BCN,"8,488,301.11",0.00005421
11.0,OMNIOmni,OMNI,"8,285,433.77",13.37
12.0,PTSBitShares PTS,PTS,"7,031,700.12",4.27
13.0,VRCVeriCoin,VRC,"7,000,121.23",0.2614
14.0,MAIDMaidSafeCoin,MAID,"6,974,928.34",0.01541
15.0,XCPCounterparty,XCP,"4,903,121.49",1.85
16.0,XMRMonero,XMR,"4,480,594.56",2.54
17.0,XCXCurrency,XC,"4,290,691.40",0.778
18.0,ZETZetacoin,ZET,"3,895,969.92",0.02426
19.0,QRKQuark,QRK,"3,563,561.41",0.01437
20.0,NTRNeutrino,NTR,"3,409,952.08",0.01621
1.0,BTCBitcoin,BTC,"8,258,182,479.31",635.81
2.0,LTCLitecoin,LTC,"213,119,460.00",7.11
3.0,NXTNxt,NXT,"53,393,732.34",0.05339
4.0,PPCPeercoin,PPC,"33,130,241.50",1.54
5.0,DASHDash,DASH,"29,617,771.23",6.66
6.0,XRPXRP,XRP,"21,969,921.09",0.00281
7.0,DOGEDogecoin,DOGE,"19,475,936.79",0.0002263
8.0,NMCNamecoin,NMC,"16,534,915.73",1.80
9.0,OMNIOmni,OMNI,"11,745,912.00",18.96
10.0,XCXCurrency,XC,"9,965,987.76",1.81
11.0,BLKBlackCoin,BLK,"9,506,946.64",0.1275
12.0,MAIDMaidSafeCoin,MAID,"9,400,161.19",0.02077
13.0,PTSBitShares PTS,PTS,"7,398,411.49",4.49
14.0,BCNBytecoin,BCN,"6,985,899.05",0.00004447
15.0,XCPCounterparty,XCP,"6,818,848.06",2.57
16.0,VRCVeriCoin,VRC,"6,146,648.21",0.2295
17.0,XMRMonero,XMR,"4,605,921.07",2.40
18.0,ZETZetacoin,ZET,"3,997,700.35",0.02489
19.0,QRKQuark,QRK,"3,380,915.49",0.01363
20.0,XPMPrimecoin,XPM,"2,624,271.90",0.4156
1.0,BTCBitcoin,BTC,"8,154,263,415.56",626.50
2.0,LTCLitecoin,LTC,"268,580,840.71",8.90
3.0,NXTNxt,NXT,"43,748,900.96",0.04375
4.0,XRPXRP,XRP,"33,667,394.57",0.004306
5.0,PPCPeercoin,PPC,"31,007,652.13",1.44
6.0,DASHDash,DASH,"28,387,008.55",6.35
7.0,DOGEDogecoin,DOGE,"23,560,797.00",0.0002703
8.0,NMCNamecoin,NMC,"17,590,161.26",1.88
9.0,MAIDMaidSafeCoin,MAID,"12,357,436.63",0.02731
10.0,BLKBlackCoin,BLK,"8,449,434.89",0.1132
11.0,OMNIOmni,OMNI,"8,152,274.48",14.48
12.0,PTSBitShares PTS,PTS,"7,671,335.48",4.65
13.0,VRCVeriCoin,VRC,"6,599,574.35",0.2463
14.0,XCPCounterparty,XCP,"6,263,945.15",2.36
15.0,XCXCurrency,XC,"6,192,755.92",1.12
16.0,BCNBytecoin,BCN,"5,924,638.69",0.00003761
17.0,ZETZetacoin,ZET,"3,743,607.45",0.02331
18.0,XMRMonero,XMR,"3,716,081.04",1.79
19.0,QRKQuark,QRK,"3,114,352.33",0.01256
20.0,XPMPrimecoin,XPM,"2,405,837.63",0.3754
1.0,BTCBitcoin,BTC,"8,137,811,957.88",623.90
2.0,LTCLitecoin,LTC,"257,181,273.34",8.46
3.0,NXTNxt,NXT,"52,393,915.11",0.05239
4.0,XRPXRP,XRP,"42,080,224.12",0.005383
5.0,DASHDash,DASH,"31,911,764.77",7.11
6.0,PPCPeercoin,PPC,"30,230,794.23",1.40
7.0,DOGEDogecoin,DOGE,"21,117,037.22",0.0002404
8.0,NMCNamecoin,NMC,"16,489,927.50",1.76
9.0,MAIDMaidSafeCoin,MAID,"15,527,568.21",0.03431
10.0,BLKBlackCoin,BLK,"7,716,406.69",0.1034
11.0,PTSBitShares PTS,PTS,"6,977,655.90",4.22
12.0,OMNIOmni,OMNI,"6,944,024.27",12.33
13.0,XCPCounterparty,XCP,"6,435,234.30",2.43
14.0,BCNBytecoin,BCN,"5,921,677.83",0.00003743
15.0,XMRMonero,XMR,"5,885,033.42",2.63
16.0,XCXCurrency,XC,"5,528,493.91",1.00
17.0,VRCVeriCoin,VRC,"5,360,915.92",0.2001
18.0,ZETZetacoin,ZET,"3,961,151.25",0.02467
19.0,CLOAKCloakCoin,CLOAK,"3,152,552.82",0.6979
20.0,QRKQuark,QRK,"3,140,669.75",0.01266
1.0,BTCBitcoin,BTC,"7,761,284,408.63",593.85
2.0,LTCLitecoin,LTC,"237,272,312.58",7.75
3.0,XRPXRP,XRP,"49,685,439.28",0.006021
4.0,NXTNxt,NXT,"44,920,438.05",0.04492
5.0,DASHDash,DASH,"26,301,201.11",5.83
6.0,PPCPeercoin,PPC,"25,102,487.34",1.16
7.0,DOGEDogecoin,DOGE,"19,176,791.69",0.0002169
8.0,BTSBitShares,BTS,"16,397,275.00",0.0082
9.0,NMCNamecoin,NMC,"14,967,430.02",1.58
10.0,MAIDMaidSafeCoin,MAID,"12,768,686.52",0.02821
11.0,BLKBlackCoin,BLK,"7,650,830.62",0.1025
12.0,XMRMonero,XMR,"6,098,661.28",2.55
13.0,PTSBitShares PTS,PTS,"6,090,833.02",3.68
14.0,XCPCounterparty,XCP,"5,712,674.53",2.16
15.0,RDDReddCoin,RDD,"5,421,819.03",0.0002019
16.0,CLOAKCloakCoin,CLOAK,"4,246,356.01",0.9397
17.0,XCXCurrency,XC,"4,214,568.19",0.7635
18.0,OMNIOmni,OMNI,"3,939,994.84",7.00
19.0,QRKQuark,QRK,"3,111,988.29",0.01255
20.0,VRCVeriCoin,VRC,"2,711,558.11",0.1012
1.0,BTCBitcoin,BTC,"7,683,526,402.30",586.67
2.0,LTCLitecoin,LTC,"232,220,283.88",7.54
3.0,NXTNxt,NXT,"47,615,311.60",0.04762
4.0,XRPXRP,XRP,"43,035,978.18",0.005215
5.0,DASHDash,DASH,"26,266,328.73",5.80
6.0,PPCPeercoin,PPC,"24,256,434.80",1.12
7.0,BTSBitShares,BTS,"19,069,051.10",0.009536
8.0,DOGEDogecoin,DOGE,"18,035,618.77",0.0002028
9.0,NMCNamecoin,NMC,"14,450,327.92",1.52
10.0,MAIDMaidSafeCoin,MAID,"11,190,010.57",0.02473
11.0,PTSBitShares PTS,PTS,"7,257,728.25",4.38
12.0,XCPCounterparty,XCP,"6,420,056.32",2.42
13.0,BLKBlackCoin,BLK,"6,270,239.31",0.084
14.0,XMRMonero,XMR,"6,005,357.63",2.36
15.0,CLOAKCloakCoin,CLOAK,"5,880,246.16",1.30
16.0,XCXCurrency,XC,"5,613,324.64",1.02
17.0,MONAMonaCoin,MONA,"4,866,353.77",0.4651
18.0,BCNBytecoin,BCN,"3,734,020.27",0.00002347
19.0,RDDReddCoin,RDD,"3,341,117.98",0.0001238
20.0,QRKQuark,QRK,"2,723,820.00",0.01098
1.0,BTCBitcoin,BTC,"7,757,400,138.78",591.06
2.0,LTCLitecoin,LTC,"215,482,522.92",6.95
3.0,XRPXRP,XRP,"41,057,102.83",0.004975
4.0,NXTNxt,NXT,"35,424,863.49",0.03542
5.0,DASHDash,DASH,"26,010,564.60",5.72
6.0,PPCPeercoin,PPC,"21,018,937.52",0.9718
7.0,BTSBitShares,BTS,"18,319,029.60",0.009161
8.0,DOGEDogecoin,DOGE,"14,272,385.42",0.0001595
9.0,NMCNamecoin,NMC,"13,645,297.91",1.43
10.0,MAIDMaidSafeCoin,MAID,"12,186,246.28",0.02693
11.0,PTSBitShares PTS,PTS,"7,070,625.81",4.27
12.0,XCPCounterparty,XCP,"5,933,431.32",2.24
13.0,XMRMonero,XMR,"5,538,115.58",2.06
14.0,XCXCurrency,XC,"4,823,323.60",0.8733
15.0,BLKBlackCoin,BLK,"4,753,749.99",0.06368
16.0,CLOAKCloakCoin,CLOAK,"3,191,980.12",0.7058
17.0,VIAViacoin,VIA,"2,919,708.61",0.2789
18.0,MONAMonaCoin,MONA,"2,881,569.82",0.2682
19.0,BTCDBitcoinDark,BTCD,"2,489,336.91",2.11
20.0,RDDReddCoin,RDD,"2,348,978.23",0.00008703
1.0,BTCBitcoin,BTC,"6,468,997,837.38",491.80
2.0,LTCLitecoin,LTC,"135,275,075.20",4.33
3.0,XRPXRP,XRP,"42,720,209.56",0.005177
4.0,NXTNxt,NXT,"32,686,578.18",0.03269
5.0,BTSBitShares,BTS,"21,008,401.70",0.01051
6.0,PPCPeercoin,PPC,"15,946,761.90",0.7367
7.0,DOGEDogecoin,DOGE,"11,304,323.12",0.0001256
8.0,DASHDash,DASH,"10,795,686.17",2.36
9.0,NMCNamecoin,NMC,"9,477,525.08",0.9857
