Rank,Nombre,Símbolo,Cap. de Mercado,Precio
11.0,ETCEthereum Classic,ETC,"1,748,757,266.27",17.92
12.0,LSKLisk,LSK,"1,120,631,118.22",9.74
13.0,QTUMQtum,QTUM,"1,033,405,695.45",14.03
14.0,EOSEOS,EOS,"915,390,418.24",1.88
15.0,HCHyperCash,HC,"812,350,166.90",19.22
16.0,OMGOmiseGO,OMG,"798,465,674.61",7.82
17.0,ZECZcash,ZEC,"795,318,934.11",299.33
18.0,ADACardano,ADA,"728,149,530.73",0.02808
19.0,USDTTether,USDT,"676,615,904.68",1.00
20.0,XLMStellar,XLM,"647,776,227.17",0.03657
1.0,BTCBitcoin,BTC,"155,850,820,847.85","9,330.55"
2.0,ETHEthereum,ETH,"45,235,669,733.10",471.33
3.0,BCHBitcoin Cash,BCH,"29,200,980,119.29","1,735.66"
4.0,XRPXRP,XRP,"9,610,065,184.17",0.2488
5.0,BTGBitcoin Gold,BTG,"6,115,594,816.94",366.79
6.0,DASHDash,DASH,"4,794,261,359.86",621.62
7.0,LTCLitecoin,LTC,"4,640,578,368.35",85.93
8.0,XMRMonero,XMR,"2,516,568,365.59",163.37
9.0,NEONeo,NEO,"2,498,863,487.24",38.44
10.0,MIOTAIOTA,MIOTA,"2,340,175,155.35",0.8419
11.0,ETCEthereum Classic,ETC,"2,173,322,763.10",22.22
12.0,XEMNEM,XEM,"1,924,972,995.90",0.2139
13.0,EOSEOS,EOS,"1,229,361,529.33",2.46
14.0,QTUMQtum,QTUM,"1,089,849,611.48",14.79
15.0,ADACardano,ADA,"941,982,424.59",0.03633
16.0,ZECZcash,ZEC,"920,840,987.82",340.14
17.0,HCHyperCash,HC,"870,555,142.51",20.58
18.0,LSKLisk,LSK,"866,591,070.99",7.51
19.0,XLMStellar,XLM,"866,135,017.20",0.0489
20.0,OMGOmiseGO,OMG,"866,113,036.59",8.49
1.0,BTCBitcoin,BTC,"189,302,801,341.99","11,323.22"
2.0,ETHEthereum,ETH,"44,776,400,551.17",465.85
3.0,BCHBitcoin Cash,BCH,"26,263,314,821.01","1,559.93"
4.0,XRPXRP,XRP,"9,754,506,575.04",0.2526
5.0,DASHDash,DASH,"5,944,766,230.65",768.88
6.0,LTCLitecoin,LTC,"5,479,548,241.69",101.26
7.0,BTGBitcoin Gold,BTG,"5,350,823,031.55",320.66
8.0,MIOTAIOTA,MIOTA,"5,229,847,940.13",1.88
9.0,ADACardano,ADA,"3,417,380,962.32",0.1318
10.0,XMRMonero,XMR,"3,087,398,970.92",200.05
11.0,ETCEthereum Classic,ETC,"2,986,403,544.13",30.46
12.0,XEMNEM,XEM,"2,483,233,898.60",0.2759
13.0,NEONeo,NEO,"2,380,493,335.72",36.62
14.0,EOSEOS,EOS,"1,862,159,182.70",3.61
15.0,XLMStellar,XLM,"1,581,525,066.81",0.08904
16.0,BCCBitConnect,BCC,"993,908,329.08",311.99
17.0,QTUMQtum,QTUM,"968,886,209.53",13.15
18.0,OMGOmiseGO,OMG,"961,996,888.43",9.43
19.0,LSKLisk,LSK,"894,327,760.48",7.74
20.0,ZECZcash,ZEC,"890,061,728.94",322.81
1.0,BTCBitcoin,BTC,"258,616,070,175.25","15,455.44"
2.0,ETHEthereum,ETH,"42,520,468,650.61",441.72
3.0,BCHBitcoin Cash,BCH,"22,291,644,759.81","1,323.07"
4.0,MIOTAIOTA,MIOTA,"11,479,620,758.26",4.13
5.0,XRPXRP,XRP,"9,194,070,525.50",0.2373
6.0,LTCLitecoin,LTC,"8,063,855,846.81",148.66
7.0,DASHDash,DASH,"5,334,096,639.62",688.67
8.0,BTGBitcoin Gold,BTG,"3,821,997,422.66",228.87
9.0,XMRMonero,XMR,"3,790,207,943.91",245.33
10.0,XEMNEM,XEM,"3,545,692,830.88",0.394
11.0,ADACardano,ADA,"2,859,272,487.72",0.1103
12.0,ETCEthereum Classic,ETC,"2,604,940,746.07",26.51
13.0,NEONeo,NEO,"2,165,207,862.85",33.31
14.0,XLMStellar,XLM,"2,127,337,424.45",0.1193
15.0,EOSEOS,EOS,"2,001,413,293.62",3.77
16.0,BCCBitConnect,BCC,"1,787,562,887.63",374.21
17.0,PPTPopulous,PPT,"983,959,164.13",23.85
18.0,WAVESWaves,WAVES,"976,155,948.64",9.76
19.0,LSKLisk,LSK,"918,971,489.94",7.94
20.0,STRATStratis,STRAT,"907,548,935.80",9.20
1.0,BTCBitcoin,BTC,"320,575,829,567.54","19,140.76"
2.0,ETHEthereum,ETH,"69,409,040,636.14",719.98
3.0,BCHBitcoin Cash,BCH,"31,409,971,010.31","1,862.88"
4.0,XRPXRP,XRP,"28,216,285,883.56",0.7284
5.0,LTCLitecoin,LTC,"17,323,837,062.47",318.72
6.0,ADACardano,ADA,"13,300,876,467.61",0.513
7.0,MIOTAIOTA,MIOTA,"10,921,183,749.67",3.93
8.0,DASHDash,DASH,"8,581,257,771.97","1,105.92"
9.0,XEMNEM,XEM,"6,190,439,700.39",0.6878
10.0,XMRMonero,XMR,"5,443,176,708.39",351.37
11.0,BTGBitcoin Gold,BTG,"5,021,765,072.27",300.49
12.0,XLMStellar,XLM,"4,759,878,770.56",0.2666
13.0,EOSEOS,EOS,"4,482,553,930.79",8.22
14.0,NEONeo,NEO,"4,427,435,188.29",68.11
15.0,ETCEthereum Classic,ETC,"3,424,599,163.71",34.79
16.0,TRXTRON,TRX,"2,379,438,315.13",0.03619
17.0,QTUMQtum,QTUM,"2,184,372,527.95",29.62
18.0,BCCBitConnect,BCC,"2,050,149,358.48",427.71
19.0,PPTPopulous,PPT,"1,752,565,974.67",42.48
20.0,OMGOmiseGO,OMG,"1,594,150,952.04",15.62
1.0,BTCBitcoin,BTC,"233,413,800,015.80","13,925.78"
2.0,ETHEthereum,ETH,"67,019,273,767.37",694.15
3.0,BCHBitcoin Cash,BCH,"48,988,237,688.25","2,903.12"
4.0,XRPXRP,XRP,"40,441,548,673.28",1.04
5.0,LTCLitecoin,LTC,"15,028,951,029.22",275.98
6.0,ADACardano,ADA,"10,112,315,917.48",0.39
7.0,MIOTAIOTA,MIOTA,"9,674,915,209.60",3.48
8.0,XEMNEM,XEM,"9,396,147,250.09",1.04
9.0,DASHDash,DASH,"9,208,779,480.68","1,184.69"
10.0,XMRMonero,XMR,"5,231,007,892.82",337.06
11.0,BTGBitcoin Gold,BTG,"5,104,901,589.77",305.22
12.0,EOSEOS,EOS,"4,564,056,647.30",8.14
13.0,XLMStellar,XLM,"4,008,414,431.21",0.2244
14.0,QTUMQtum,QTUM,"3,956,006,270.47",53.64
15.0,NEONeo,NEO,"3,880,200,767.52",59.70
16.0,XVGVerge,XVG,"3,694,972,920.22",0.2554
17.0,ETCEthereum Classic,ETC,"3,035,709,719.48",30.78
18.0,TRXTRON,TRX,"2,380,649,009.58",0.03621
19.0,LSKLisk,LSK,"2,327,455,595.18",20.02
20.0,NXTNxt,NXT,"1,790,601,304.95",1.79
1.0,BTCBitcoin,BTC,"237,466,518,547.07","14,156.44"
2.0,XRPXRP,XRP,"89,121,967,114.06",2.30
3.0,ETHEthereum,ETH,"73,170,132,771.99",756.73
4.0,BCHBitcoin Cash,BCH,"42,774,236,530.93","2,533.01"
5.0,ADACardano,ADA,"18,659,588,487.38",0.7197
6.0,LTCLitecoin,LTC,"12,663,197,417.17",232.10
7.0,MIOTAIOTA,MIOTA,"9,869,763,787.81",3.55
8.0,XEMNEM,XEM,"9,306,424,139.90",1.03
9.0,DASHDash,DASH,"8,189,388,164.00","1,051.68"
10.0,XLMStellar,XLM,"6,442,724,493.37",0.3608
11.0,XMRMonero,XMR,"5,426,210,002.08",349.03
12.0,EOSEOS,EOS,"5,041,642,753.40",8.77
13.0,NEONeo,NEO,"4,937,436,141.97",75.96
14.0,QTUMQtum,QTUM,"4,603,333,032.82",62.40
15.0,BTGBitcoin Gold,BTG,"4,380,775,196.80",261.72
16.0,XVGVerge,XVG,"3,208,728,455.06",0.2226
17.0,TRXTRON,TRX,"2,942,336,038.18",0.04475
18.0,NANONano,NANO,"2,885,869,971.17",21.66
19.0,ETCEthereum Classic,ETC,"2,765,755,613.58",28.00
20.0,BCCBitConnect,BCC,"2,593,243,079.16",418.96
1.0,BTCBitcoin,BTC,"276,634,593,972.51","16,477.59"
2.0,XRPXRP,XRP,"130,853,590,978.56",3.38
3.0,ETHEthereum,ETH,"111,670,506,535.05","1,153.17"
4.0,BCHBitcoin Cash,BCH,"47,096,266,034.81","2,786.88"
5.0,ADACardano,ADA,"26,147,944,637.95",1.01
6.0,XEMNEM,XEM,"16,584,480,283.80",1.84
7.0,LTCLitecoin,LTC,"15,766,509,797.32",288.45
8.0,TRXTRON,TRX,"13,126,926,719.67",0.1997
9.0,XLMStellar,XLM,"12,508,160,612.42",0.6996
10.0,MIOTAIOTA,MIOTA,"11,314,255,332.03",4.07
11.0,DASHDash,DASH,"10,032,309,521.82","1,285.43"
12.0,EOSEOS,EOS,"7,375,464,636.66",12.52
13.0,XMRMonero,XMR,"7,154,342,256.35",459.33
14.0,NEONeo,NEO,"6,657,898,941.04",102.43
15.0,QTUMQtum,QTUM,"6,328,877,477.53",85.77
16.0,BTGBitcoin Gold,BTG,"5,062,943,203.70",302.25
17.0,ETCEthereum Classic,ETC,"4,036,612,035.73",40.79
18.0,LSKLisk,LSK,"3,983,197,347.79",34.11
19.0,ICXICON,ICX,"3,754,430,020.84",9.92
20.0,NANONano,NANO,"3,532,219,277.17",26.51
1.0,BTCBitcoin,BTC,"231,412,752,942.70","13,771.96"
2.0,ETHEthereum,ETH,"132,555,121,156.21","1,366.77"
3.0,XRPXRP,XRP,"72,101,005,311.81",1.86
4.0,BCHBitcoin Cash,BCH,"43,181,925,878.42","2,553.32"
5.0,ADACardano,ADA,"20,800,295,949.43",0.8023
6.0,LTCLitecoin,LTC,"13,069,643,556.50",238.68
7.0,XEMNEM,XEM,"12,523,573,993.25",1.39
8.0,XLMStellar,XLM,"11,286,323,135.19",0.6309
9.0,NEONeo,NEO,"11,077,180,862.43",170.42
10.0,MIOTAIOTA,MIOTA,"10,383,022,455.13",3.74
11.0,EOSEOS,EOS,"8,121,887,637.96",13.44
12.0,DASHDash,DASH,"7,928,357,240.88","1,014.07"
13.0,XMRMonero,XMR,"6,233,757,640.93",399.52
14.0,TRXTRON,TRX,"5,574,291,952.89",0.08478
15.0,BTGBitcoin Gold,BTG,"4,624,712,605.65",275.86
16.0,ETCEthereum Classic,ETC,"4,257,991,069.05",42.96
17.0,ICXICON,ICX,"4,024,106,895.99",10.59
18.0,QTUMQtum,QTUM,"3,991,648,706.96",54.08
19.0,LSKLisk,LSK,"3,242,889,156.25",27.72
20.0,NANONano,NANO,"2,938,063,679.41",22.05
1.0,BTCBitcoin,BTC,"195,089,979,981.45","11,600.13"
2.0,ETHEthereum,ETH,"101,943,840,318.53","1,049.58"
3.0,XRPXRP,XRP,"53,461,573,182.60",1.38
4.0,BCHBitcoin Cash,BCH,"30,068,660,780.81","1,776.64"
5.0,ADACardano,ADA,"15,897,526,388.20",0.6132
6.0,LTCLitecoin,LTC,"10,446,768,151.11",190.42
7.0,XEMNEM,XEM,"9,599,050,997.62",1.07
8.0,NEONeo,NEO,"8,521,200,866.70",131.10
9.0,EOSEOS,EOS,"8,322,848,983.10",13.44
10.0,XLMStellar,XLM,"8,304,225,383.46",0.4641
11.0,MIOTAIOTA,MIOTA,"7,690,476,416.82",2.77
12.0,DASHDash,DASH,"6,408,817,301.21",818.27
13.0,XMRMonero,XMR,"5,393,671,406.62",345.08
14.0,TRXTRON,TRX,"4,680,358,576.53",0.07119
15.0,ICXICON,ICX,"3,375,558,989.05",8.88
16.0,BTGBitcoin Gold,BTG,"3,329,429,272.42",198.44
17.0,QTUMQtum,QTUM,"3,161,166,724.42",42.82
18.0,ETCEthereum Classic,ETC,"3,010,658,214.34",30.32
19.0,LSKLisk,LSK,"2,593,098,873.89",22.12
20.0,NANONano,NANO,"2,243,249,313.62",16.84
1.0,BTCBitcoin,BTC,"198,390,717,461.43","11,786.35"
2.0,ETHEthereum,ETH,"121,201,215,540.25","1,246.01"
3.0,XRPXRP,XRP,"54,219,480,887.89",1.40
4.0,BCHBitcoin Cash,BCH,"29,576,617,427.60","1,746.25"
5.0,ADACardano,ADA,"17,378,564,759.79",0.6703
6.0,XLMStellar,XLM,"11,335,893,212.20",0.6344
7.0,LTCLitecoin,LTC,"10,656,048,011.33",193.87
8.0,NEONeo,NEO,"9,890,158,233.64",152.16
9.0,EOSEOS,EOS,"9,516,593,397.78",15.02
10.0,XEMNEM,XEM,"9,275,057,314.80",1.03
11.0,MIOTAIOTA,MIOTA,"7,009,374,519.15",2.52
12.0,DASHDash,DASH,"6,372,785,452.75",812.24
13.0,XMRMonero,XMR,"5,200,813,331.87",332.17
14.0,TRXTRON,TRX,"4,306,169,491.81",0.06549
15.0,ICXICON,ICX,"3,576,765,276.19",9.41
16.0,ETCEthereum Classic,ETC,"3,272,203,332.00",32.90
17.0,QTUMQtum,QTUM,"3,231,257,159.00",43.76
18.0,BTGBitcoin Gold,BTG,"3,176,323,586.78",189.16
19.0,VENVechain [Token],VEN,"3,118,611,784.22",6.80
20.0,PPTPopulous,PPT,"2,769,607,091.92",74.85
1.0,BTCBitcoin,BTC,"139,433,744,615.04","8,277.01"
2.0,ETHEthereum,ETH,"81,310,528,443.95",834.68
3.0,XRPXRP,XRP,"31,819,952,004.57",0.8157
4.0,BCHBitcoin Cash,BCH,"19,752,882,682.03","1,165.38"
5.0,ADACardano,ADA,"9,834,219,715.37",0.3793
6.0,LTCLitecoin,LTC,"8,151,907,849.49",148.02
7.0,NEONeo,NEO,"6,984,561,729.43",107.45
8.0,XLMStellar,XLM,"6,954,711,728.45",0.3772
9.0,EOSEOS,EOS,"5,572,991,596.94",8.61
10.0,XEMNEM,XEM,"4,957,834,302.83",0.5509
11.0,MIOTAIOTA,MIOTA,"4,847,801,227.59",1.74
12.0,DASHDash,DASH,"4,325,431,341.93",549.96
13.0,XMRMonero,XMR,"3,466,922,918.26",221.05
14.0,TRXTRON,TRX,"2,494,029,331.94",0.03793
15.0,LSKLisk,LSK,"2,355,455,676.70",20.01
16.0,USDTTether,USDT,"2,239,605,049.10",1.01
17.0,VENVechain [Token],VEN,"2,122,545,163.63",4.54
18.0,ETCEthereum Classic,ETC,"2,095,808,466.60",21.04
19.0,QTUMQtum,QTUM,"1,934,561,064.15",26.19
20.0,PPTPopulous,PPT,"1,735,522,654.85",46.90
1.0,BTCBitcoin,BTC,"137,064,648,220.97","8,129.97"
2.0,ETHEthereum,ETH,"79,476,533,544.78",814.66
3.0,XRPXRP,XRP,"39,171,342,534.23",1.00
4.0,BCHBitcoin Cash,BCH,"20,654,171,634.51","1,217.64"
5.0,ADACardano,ADA,"9,587,021,717.61",0.3698
6.0,LTCLitecoin,LTC,"8,220,589,670.62",148.99
7.0,XLMStellar,XLM,"6,820,026,372.51",0.37
8.0,NEONeo,NEO,"6,720,961,914.06",103.40
9.0,EOSEOS,EOS,"5,585,036,388.24",8.41
10.0,XEMNEM,XEM,"4,757,757,603.59",0.5286
11.0,MIOTAIOTA,MIOTA,"4,730,567,759.36",1.70
12.0,DASHDash,DASH,"4,569,770,533.04",580.02
13.0,XMRMonero,XMR,"3,605,424,212.40",229.49
14.0,LSKLisk,LSK,"2,982,158,713.78",25.28
15.0,TRXTRON,TRX,"2,787,780,348.00",0.0424
16.0,ETCEthereum Classic,ETC,"2,407,810,149.34",24.13
17.0,USDTTether,USDT,"2,215,479,928.56",0.9993
18.0,BTGBitcoin Gold,BTG,"2,073,117,475.18",123.26
19.0,QTUMQtum,QTUM,"2,029,867,825.32",27.48
20.0,VENVechain [Token],VEN,"1,867,746,310.75",3.97
1.0,BTCBitcoin,BTC,"178,040,051,534.26","10,551.76"
2.0,ETHEthereum,ETH,"90,267,837,295.23",923.92
3.0,XRPXRP,XRP,"43,708,327,734.80",1.12
4.0,BCHBitcoin Cash,BCH,"25,249,628,748.66","1,487.46"
5.0,LTCLitecoin,LTC,"11,925,651,797.93",215.74
6.0,ADACardano,ADA,"9,997,956,708.72",0.3856
7.0,XLMStellar,XLM,"8,317,771,047.72",0.4504
8.0,NEONeo,NEO,"8,279,431,037.90",127.38
9.0,EOSEOS,EOS,"6,359,355,552.13",9.38
10.0,MIOTAIOTA,MIOTA,"5,508,448,815.80",1.98
11.0,DASHDash,DASH,"5,440,153,558.03",689.28
12.0,XEMNEM,XEM,"4,773,664,712.38",0.5304
13.0,XMRMonero,XMR,"4,722,970,237.21",300.12
14.0,LSKLisk,LSK,"3,509,431,893.78",29.69
15.0,ETCEthereum Classic,ETC,"3,486,467,842.63",34.88
16.0,TRXTRON,TRX,"3,261,493,022.83",0.04961
17.0,VENVechain [Token],VEN,"2,542,406,662.73",5.35
18.0,QTUMQtum,QTUM,"2,308,232,483.26",31.24
19.0,USDTTether,USDT,"2,228,652,036.10",1.01
20.0,BTGBitcoin Gold,BTG,"2,209,607,198.75",131.27
1.0,BTCBitcoin,BTC,"163,204,103,255.40","9,664.73"
2.0,ETHEthereum,ETH,"82,659,638,141.62",844.81
3.0,XRPXRP,XRP,"36,885,425,536.71",0.9435
4.0,BCHBitcoin Cash,BCH,"20,012,915,872.01","1,178.10"
5.0,LTCLitecoin,LTC,"12,209,954,707.35",220.47
6.0,ADACardano,ADA,"8,919,771,023.13",0.344
7.0,NEONeo,NEO,"7,700,129,051.21",118.46
8.0,XLMStellar,XLM,"6,598,593,555.78",0.3573
9.0,EOSEOS,EOS,"5,467,130,032.13",7.90
10.0,MIOTAIOTA,MIOTA,"5,047,382,418.29",1.82
11.0,DASHDash,DASH,"4,678,037,137.32",591.69
12.0,XMRMonero,XMR,"4,429,771,037.29",281.02
13.0,ETCEthereum Classic,ETC,"3,645,684,927.32",36.41
14.0,XEMNEM,XEM,"3,587,793,320.02",0.3986
15.0,VENVechain [Token],VEN,"2,797,598,772.31",5.87
16.0,TRXTRON,TRX,"2,622,257,867.66",0.03988
17.0,USDTTether,USDT,"2,217,898,043.85",1.00
18.0,LSKLisk,LSK,"2,045,782,335.97",20.01
19.0,BTGBitcoin Gold,BTG,"1,935,556,195.63",114.90
20.0,QTUMQtum,QTUM,"1,917,164,896.77",25.94
1.0,BTCBitcoin,BTC,"194,566,959,663.10","11,512.57"
2.0,ETHEthereum,ETH,"84,923,238,672.53",866.68
3.0,XRPXRP,XRP,"39,308,508,026.10",1.01
4.0,BCHBitcoin Cash,BCH,"21,914,233,031.30","1,289.08"
5.0,LTCLitecoin,LTC,"11,862,054,985.01",213.80
6.0,ADACardano,ADA,"7,798,526,586.52",0.3008
7.0,NEONeo,NEO,"7,758,290,939.33",119.36
8.0,XLMStellar,XLM,"6,684,174,191.36",0.3619
9.0,XMRMonero,XMR,"5,825,637,059.76",368.97
10.0,EOSEOS,EOS,"5,783,550,071.96",8.18
11.0,MIOTAIOTA,MIOTA,"5,265,541,507.01",1.89
12.0,DASHDash,DASH,"4,918,412,648.25",620.48
13.0,XEMNEM,XEM,"3,209,858,536.36",0.3567
14.0,TRXTRON,TRX,"3,142,826,597.39",0.0478
15.0,ETCEthereum Classic,ETC,"2,976,989,516.88",29.69
16.0,USDTTether,USDT,"2,211,846,808.78",0.9976
17.0,VENVechain [Token],VEN,"2,165,299,049.67",4.56
18.0,NANONano,NANO,"1,987,258,826.81",14.91
19.0,QTUMQtum,QTUM,"1,953,659,157.80",26.43
20.0,LSKLisk,LSK,"1,939,302,218.84",18.92
1.0,BTCBitcoin,BTC,"162,009,708,260.99","9,578.63"
2.0,ETHEthereum,ETH,"70,981,360,552.53",723.34
3.0,XRPXRP,XRP,"32,490,170,523.91",0.8311
4.0,BCHBitcoin Cash,BCH,"19,482,405,554.79","1,145.17"
5.0,LTCLitecoin,LTC,"10,502,772,246.49",188.95
6.0,NEONeo,NEO,"5,927,200,393.68",91.19
7.0,ADACardano,ADA,"5,794,636,092.05",0.2235
8.0,XLMStellar,XLM,"5,627,531,684.37",0.3042
9.0,XMRMonero,XMR,"4,465,046,504.53",282.35
10.0,EOSEOS,EOS,"4,431,180,556.96",6.14
11.0,DASHDash,DASH,"4,222,765,631.41",531.80
12.0,MIOTAIOTA,MIOTA,"3,862,015,241.83",1.39
13.0,XEMNEM,XEM,"3,153,407,692.56",0.3504
14.0,TRXTRON,TRX,"2,545,489,846.66",0.03872
15.0,USDTTether,USDT,"2,225,656,152.74",1.00
16.0,ETCEthereum Classic,ETC,"2,167,060,537.19",21.58
17.0,VENVechain [Token],VEN,"1,879,703,359.30",3.88
18.0,NANONano,NANO,"1,543,472,523.60",11.58
19.0,LSKLisk,LSK,"1,532,649,052.52",14.92
20.0,OMGOmiseGO,OMG,"1,497,840,566.97",14.68
1.0,BTCBitcoin,BTC,"139,201,741,038.92","8,223.68"
2.0,ETHEthereum,ETH,"52,934,152,416.05",538.64
3.0,XRPXRP,XRP,"25,752,735,323.64",0.6588
4.0,BCHBitcoin Cash,BCH,"15,971,703,987.10",938.12
5.0,LTCLitecoin,LTC,"8,580,212,638.43",154.07
6.0,NEONeo,NEO,"4,257,595,214.84",65.50
7.0,XLMStellar,XLM,"4,078,459,533.97",0.2205
8.0,ADACardano,ADA,"4,048,641,445.68",0.1562
9.0,EOSEOS,EOS,"3,424,564,644.48",4.65
10.0,MIOTAIOTA,MIOTA,"3,407,668,206.42",1.23
11.0,XMRMonero,XMR,"3,320,404,042.34",209.63
12.0,DASHDash,DASH,"3,135,133,773.36",394.15
13.0,XEMNEM,XEM,"2,535,833,626.70",0.2818
14.0,USDTTether,USDT,"2,223,966,194.37",1.00
15.0,TRXTRON,TRX,"1,881,781,910.41",0.02862
16.0,VENVechain [Token],VEN,"1,876,996,407.83",3.71
17.0,ETCEthereum Classic,ETC,"1,688,739,879.35",16.79
18.0,LSKLisk,LSK,"1,261,147,194.46",12.25
19.0,NANONano,NANO,"1,106,669,144.60",8.31
20.0,OMGOmiseGO,OMG,"1,068,088,829.67",10.47
1.0,BTCBitcoin,BTC,"143,914,269,941.89","8,495.78"
2.0,ETHEthereum,ETH,"51,598,040,699.17",524.29
3.0,XRPXRP,XRP,"25,093,610,596.24",0.6419
4.0,BCHBitcoin Cash,BCH,"16,473,443,673.10",966.88
5.0,LTCLitecoin,LTC,"8,931,031,385.19",160.08
6.0,EOSEOS,EOS,"4,901,279,855.34",6.52
7.0,ADACardano,ADA,"4,786,259,578.45",0.1846
8.0,XLMStellar,XLM,"4,450,858,715.69",0.24
9.0,NEONeo,NEO,"4,252,812,156.68",65.43
10.0,MIOTAIOTA,MIOTA,"3,672,973,499.30",1.32
11.0,XMRMonero,XMR,"3,359,773,507.20",211.78
12.0,DASHDash,DASH,"3,280,915,328.84",411.79
13.0,TRXTRON,TRX,"2,979,112,198.45",0.04531
14.0,XEMNEM,XEM,"2,599,903,285.21",0.2889
15.0,USDTTether,USDT,"2,286,422,384.90",0.9997
16.0,ETCEthereum Classic,ETC,"1,822,601,538.15",18.09
17.0,VENVechain [Token],VEN,"1,740,407,221.37",3.35
18.0,QTUMQtum,QTUM,"1,594,742,604.50",18.02
19.0,ICXICON,ICX,"1,359,310,024.52",3.51
20.0,BNBBinance Coin,BNB,"1,265,701,910.15",12.78
1.0,BTCBitcoin,BTC,"116,026,767,355.96","6,844.23"
2.0,ETHEthereum,ETH,"37,413,358,766.58",379.61
3.0,XRPXRP,XRP,"18,964,013,318.93",0.4851
4.0,BCHBitcoin Cash,BCH,"10,963,857,058.65",643.03
5.0,LTCLitecoin,LTC,"6,440,317,479.29",115.22
6.0,EOSEOS,EOS,"4,335,133,899.13",5.66
7.0,ADACardano,ADA,"3,908,969,399.94",0.1508
8.0,XLMStellar,XLM,"3,832,217,994.86",0.2066
9.0,NEONeo,NEO,"3,074,775,180.82",47.30
10.0,XMRMonero,XMR,"2,788,623,376.39",175.51
11.0,MIOTAIOTA,MIOTA,"2,765,070,019.62",0.9948
12.0,DASHDash,DASH,"2,326,517,507.38",291.53
13.0,USDTTether,USDT,"2,286,705,393.97",0.9998
14.0,TRXTRON,TRX,"2,113,910,955.06",0.03215
15.0,XEMNEM,XEM,"1,879,113,659.05",0.2088
16.0,ETCEthereum Classic,ETC,"1,369,824,365.14",13.58
17.0,BNBBinance Coin,BNB,"1,286,571,421.31",11.07
18.0,QTUMQtum,QTUM,"1,191,228,345.27",13.46
19.0,VENVechain [Token],VEN,"1,168,107,250.81",2.23
20.0,OMGOmiseGO,OMG,"825,762,098.08",8.09
1.0,BTCBitcoin,BTC,"119,162,938,803.77","7,023.52"
2.0,ETHEthereum,ETH,"39,530,578,422.78",400.51
3.0,XRPXRP,XRP,"19,562,828,478.01",0.5004
4.0,BCHBitcoin Cash,BCH,"11,180,539,730.17",655.26
5.0,LTCLitecoin,LTC,"6,589,375,276.68",117.67
6.0,EOSEOS,EOS,"4,663,651,798.69",5.97
7.0,ADACardano,ADA,"4,060,161,048.55",0.1566
8.0,XLMStellar,XLM,"3,828,497,536.81",0.2064
9.0,NEONeo,NEO,"3,197,345,695.50",49.19
10.0,MIOTAIOTA,MIOTA,"2,840,084,064.84",1.02
11.0,XMRMonero,XMR,"2,767,655,569.63",173.97
12.0,DASHDash,DASH,"2,486,593,844.03",310.85
13.0,TRXTRON,TRX,"2,474,229,978.62",0.03763
14.0,USDTTether,USDT,"2,279,842,969.28",0.9968
15.0,XEMNEM,XEM,"2,119,413,569.33",0.2355
16.0,ETCEthereum Classic,ETC,"1,426,745,356.39",14.12
17.0,BNBBinance Coin,BNB,"1,408,814,326.24",12.12
18.0,VENVechain [Token],VEN,"1,321,287,995.59",2.52
19.0,QTUMQtum,QTUM,"1,191,179,437.58",13.46
20.0,XVGVerge,XVG,"1,006,316,304.80",0.06776
1.0,BTCBitcoin,BTC,"141,427,094,606.61","8,329.11"
2.0,ETHEthereum,ETH,"52,555,416,035.62",531.70
3.0,XRPXRP,XRP,"26,702,639,267.28",0.6825
4.0,BCHBitcoin Cash,BCH,"13,332,957,594.83",780.83
5.0,LTCLitecoin,LTC,"7,407,712,992.14",132.04
6.0,EOSEOS,EOS,"6,677,275,078.79",8.40
7.0,ADACardano,ADA,"5,739,987,810.00",0.2214
8.0,XLMStellar,XLM,"5,395,703,685.71",0.2907
9.0,MIOTAIOTA,MIOTA,"4,642,032,153.50",1.67
10.0,NEONeo,NEO,"4,571,533,927.92",70.33
11.0,XEMNEM,XEM,"3,225,218,474.51",0.3584
12.0,XMRMonero,XMR,"3,196,612,615.75",200.62
13.0,DASHDash,DASH,"3,058,232,386.12",381.70
14.0,TRXTRON,TRX,"2,825,260,151.01",0.04297
15.0,USDTTether,USDT,"2,283,944,010.66",0.9986
16.0,VENVechain [Token],VEN,"1,872,737,647.90",3.56
17.0,ETCEthereum Classic,ETC,"1,695,014,070.17",16.75
18.0,QTUMQtum,QTUM,"1,491,518,741.78",16.85
19.0,BNBBinance Coin,BNB,"1,489,239,542.33",13.06
20.0,OMGOmiseGO,OMG,"1,439,113,860.83",14.10
1.0,BTCBitcoin,BTC,"149,585,506,245.09","8,802.46"
2.0,ETHEthereum,ETH,"61,556,074,857.20",621.86
3.0,XRPXRP,XRP,"34,036,649,920.49",0.87
4.0,BCHBitcoin Cash,BCH,"20,527,052,900.78","1,201.22"
5.0,EOSEOS,EOS,"9,199,187,412.95",11.35
6.0,LTCLitecoin,LTC,"8,249,634,515.38",146.77
7.0,ADACardano,ADA,"7,403,090,922.22",0.2855
8.0,XLMStellar,XLM,"6,836,208,578.93",0.3681
9.0,MIOTAIOTA,MIOTA,"5,577,268,682.07",2.01
10.0,NEONeo,NEO,"4,794,509,735.11",73.76
11.0,XMRMonero,XMR,"4,329,346,558.22",271.30
12.0,DASHDash,DASH,"3,753,277,809.52",467.71
